title,tags
red cliff,in the earli third centuri the land of wu is invad by the warlord cao cao and his million soldier the ruler of wu sun quan call on the rival warlord liu bei for help but their two armi are still bad outnumb howev the wu strategist zhou yu see that cao cao s armi is unus to battl on the sea which may just give them a chanc if they can exploit this weak proper adventur drama action flamingarrow chinesehistori strategi carrierpigeon spearthrow walloffir whitedov casualtyofwar arrowinback chinesetradit chinesepaint brokenarrow johnwoo changchen hujun tonyleungchiu wai takeshikaneshiro songjia sunquan zhaoyun zhouyu zhugeliang liji
sweet home alabama,new york fashion design melani carmichael sudden find herself engag to the citi s most elig bachelor but melani s past hold mani secret includ jake the redneck husband she marri in high school who refus to divorc her bound and determin to end their contenti relationship onc and for all melani sneak back home to alabama to confront her past comedi romanc newyork marriagepropos alabama careerwoman fashiondesign andytenn reesewitherspoon joshluca patrickdempsey candicebergen rhonamitra melani carmichael smooterperri jakeperri andrewhen mayorkatehen tabathawadmor smith
the ugly truth,a romant challeng morn show produc is reluct embroil in a seri of outrag test by her chauvinist correspond to prove his theori on relationship and help her find love his clever ploy howev lead to an unexpect result comedi romanc romanticcomedi romanc tvmorningshow relationship oppositesattract robertluket katherineheigl gerardbutl ericwint breeturn nicksearci abbi mike colin joy stuart
sgt. bilko,the armi is known for churn out lean mean fight machin intent on protect our great nation martin is the inexplic the incorrig the invic sgt erni bilko leader of a ragtag group of the sorriest soldier ever to enlist in the arm forc comedi famili gulfwar u s armi basedontvseri militaryspoof jonathanlynn stevemartin danaykroyd philhartman glennehead darylmitchel mastersergeanternestg bilko coloneljohnt hall majorcolinthorn ritarobbin pfc wallyholbrook
spy kids 2: the island of lost dreams,explor the further adventur of carmen and juni cortez who have now join the famili spi busi as level 2 oss agent their new mission is to save the world from a mad scientist live on a volcan island popul by an imagin menageri of creatur on this bizarr island none of the cortez s gadget work and they must reli on their wit and each other to surviv and save the day action adventur famili spi experi island secretorgan wretch weapon rivalri scientist robertrodriguez antoniobandera carlagugino alexapenavega darylsabara stevebuscemi gregoriocortez ingridcortez carmencortez junicortez romero
star trek: generations,captain jean luc picard and the crew of the enterpris d find themselv at odd with the renegad scientist soran who is destroy entir star system onli one man can help picard stop soran s scheme and he s been dead for seventi eight year scienc fiction action adventur thriller basedontvseri death explodingplanet mountaincabin solarsystem davidcarson patrickstewart jonathanfrak brentspin levarburton michaeldorn captainjean lucpicard commanderwilliamt riker lt commanderdata lt commandergeordilaforg lt commanderworf
the grandmaster,ip man s peac life in foshan chang after gong yutian seek an heir for his famili in southern china ip man then meet gong er who challeng him for the sake of regain her famili s honor after the second sino japanes war ip man move to hong kong and struggl to provid for his famili in the mean time gong er choos the path of vengeanc after her father was kill by ma san action drama histori martialart kungfu biographi kungfumast wongkar wai tonyleungchiu wai zhangziyi songhy kyo changchen zhaobenshan ipman gongruomei gonger zhangyongcheng yixiantian razor dinglianshan
water for elephants,in this captiv depress era melodrama impetu veterinari student jacob jankowski join a celebr circus as an anim caretak but face a wrench dilemma when he s transfix by angel marri perform marlena drama romanc clown elephanttrain veterinari francislawr robertpattinson reesewitherspoon christophwaltz tatumetheridg halholbrook jacobjankowski marlenarosenbluth augustrosenbluth jacob sdaughter oldjacob
dragon nest: warriors' dawn,the land of altera has observ an uneasi peac for year among human elv and evil beast who are loyal to the legendari black dragon but the black dragon begin to stir from it hibern send the beast march across altera with a beast conquest peril close a small group of human and elv unit to tri to find a secret hidden road to the black dragon s cave and destroy it but the fate of all of them may be in the hand of the young warrior lambert who must summon the confid and skill to face the black dragon himself just when all may be lost adventur famili fantasi anim yuefengsong carri annemoss lucasgrabeel blytheauffarth charlieschlatt simonjaglom elena voic gerrant voic liyaandkasarana voic lambert voic terram voic
the hurricane,the stori of rubin hurrican carter a boxer wrong imprison for murder and the peopl who aid in his fight to prove his innoc drama prison boxer boxingmatch boxingschool biographi normanjewison denzelwashington vicellousreonshannon deborahkaraung lievschreib johnhannah rubin hurrican carter lesramartin lisapet samchaiton terri
enough,work class waitress slim thought she was enter a life of domest bliss when she marri mitch the man of her dream after the arriv of their first child her pictur perfect life is shatter when she discov mitch s hidden possess dark side a control and abus alter ego that can turn trust love and tranquil into terror terrifi for her child s safeti slim flee with her daughter relentless in his pursuit and enlist the aid of lethal henchmen mitch continu stalk the prey that was onc his famili drama thriller waitress wifehusbandrelationship violenthusband self defens violenceagainstwomen suspens marryrich abusivehusband michaelapt jenniferlopez billycampbel juliettelewi danfutterman fredward slimhil mitchhil ginni joe jupit
heartbreakers,max and page are a brilliant mother daughter con team who have their grift down to a fine scienc max target wealthi will men and marri them page then seduc them and max catch her husband in the act then it s off to palimoni citi and the next easi mark crime comedi romanc consandscam davidmirkin sigourneyweav jenniferlovehewitt genehackman rayliotta jasonle maxconn pageconn williamb tensi deancumanno jackwithrow
paul blart: mall cop 2,secur guard paul blart is head to las vega to attend a secur guard expo with his teenag daughter maya befor she depart for colleg while at the convent he inadvert discov a heist and it s up to blart to apprehend the crimin action comedi famili shoppingmal lasvega securityguard andyfickman kevinjam rainirodriguez eduardoverástegui daniellaalonso nealmcdonough paulblart mayablart eduardofurtillo divinamartinez vincentsofel
angel eyes,a stori about a seem unlik coupl who cross path under life threaten circumst as though they are destin not onli to meet but to save each other s live not onc but twice drama romanc thriller carcrash policeoffic luismandoki jenniferlopez jimcaviezel jeremysisto terrencehoward sôniabraga sharonpogu steven catch lambert larrypoguesr robbi josephinepogu
joe somebody,when underappreci video specialist joe scheffer is brutal humili by the offic bulli mark mckinney in front of his daughter joe begin a quest for person redempt he proceed by endur a person make over and take martial art lesson from a b action star as news spread of his rematch with mark joe sudden find himself the center of attent ascend the corpor ladder and grow in popular he s determin to show everyon in his life that he is not a nobodi but a forc to be reckon with comedi profess karat daughter beförderung ex wife park slap johnpasquin timallen juliebowen kellylynch greggermann jimbelushi joescheff megharp calliescheff jeremi chuckscarett
